player_id,display_name,league_id,position_group,age,is_domestic_player,season_year,normalized_name,tactical_role,minutes,team_strength,latent,press,progress,create,finish,defend,boost,npxg_p90,xa_p90,shots_p90,pressures_p90,tackles_p90,interceptions_p90,progressive_passes_p90,progressive_carries_p90,goals_added_p90,aerial_win_pct,pass_completion_pct,crosses_p90,yoy_delta,salary,cost_tier,minutes_share,team_id
demo_001,Emerson Brooks,mls,CB,28.9,0,2025,emerson brooks,progressive_center_back,1199,1.9090421621289335,0.08108153871340285,0.07713104300189848,-0.4149903145999345,0.7510902388557733,1.8225340117608066,-0.24691275068548824,0.15,0.405161317342701,0.27850854280815823,2.8661434990295516,11.087932653326334,1.3866378091812408,1.1163430375399477,4.250861391356213,2.1309797553750895,0.08054010972992916,0.4727969718285667,0.7102845951955589,0.4077791089587768,-0.02062835296392418,935242,4,0.3918300653594771,mls_team_03
demo_002,Riley Petrov,mlsnp,W,21,0,2025,riley petrov,transition_winger,1605,-0.7771411958552634,-0.4482147955388409,-0.8265945803565141,-0.4890043222493243,-0.5964918604065744,-0.4071051065733705,-0.2837627647875345,-0.25,0.12483255889860354,0.13273222942435334,1.6757247485005786,8.023822991657614,1.2327427865584955,1.2276231427095754,2.7668145676340976,2.3690278034111754,0.04926090189582174,0.44252540593447587,0.7900361270484695,0.763084991191513,0.027838353366735572,42166,1,0.5245098039215687,mlsnp_team_04
demo_003,Alex Nguyen,uslc,FW,26.8,0,2025,alex nguyen,pressing_striker,1195,-1.302305262613107,-2.5538069502659657,-2.636758568860744,-3,-2.1271436080544563,-2.8242833064542974,-0.33362120000951906,-0.1,0.010041043194112032,0.01,0.2821005130921542,4.780082206236976,0.9577172628250061,1.1417823998914032,0.5,0.3,-0.007802626895807831,0.4601436896208842,0.6990669260249159,1.1021095265201113,0.14409382947497754,86339,1,0.39052287581699346,uslc_team_06
demo_004,Reese Silva,mlsnp,FB,30.6,1,2025,reese silva,overlapping_fullback,1419,2.6234951668186794,-0.31293253511901437,0.4930792358120882,-0.24755722749490253,1.1150324584927946,-1.1806245425657522,1.5196038554741906,-0.25,0.14660185592622416,0.291348000501284,1.0865618626445046,17.80713991631653,3.2701581605434655,2.154940535294786,3.641274575299841,3.364602426983737,0.037944502334824916,0.6039068760945245,0.7550251009542892,2.3466736587570485,-0.08180252686364892,71009,1,0.46372549019607845,mlsnp_team_01
demo_005,Casey Costa,mlsnp,W,33,0,2025,casey costa,transition_winger,1074,0.22962891434680732,0.04138315204029758,0.7779369294024343,-0.20214764138107785,0.1930854079044023,-0.39584306321837587,0.03922097258260432,-0.25,0.18451819160504296,0.12942866012283785,1.6881054166955645,15.007103472616125,1.0881165000993724,1.1084685466777149,2.72850314196042,3.2086151220317856,0.09673742204487569,0.5584170622616705,0.7198784441453148,0.6781579473085163,0.01402825786663979,25896,1,0.3509803921568627,mlsnp_team_06
demo_006,Hayden Mensah,uslc,CM,18.2,0,2025,hayden mensah,ball_winning_midfielder,1130,0.18674989214188545,-1.7377280613376198,-0.3191094912457593,-1.8205621680395039,-2.1929980710869,-2.0789358251013845,0.6906022158578551,-0.1,0.04460364503929949,0.01,0.7928568942966207,10.206943559191082,2.2094845355807085,1.863180210890303,1.3506844160245162,0.555554435829488,-0.03330530595098544,0.5299588494485437,0.736185687075418,1.5050008676047097,0.017709916916455515,131832,1,0.369281045751634,uslc_team_08
demo_007,Emerson Brooks,uslc,FW,30.3,0,2025,emerson brooks,pressing_striker,2178,0.07613663495028053,0.5499396596983803,0.6652819045224594,-0.21942401032406245,1.7114540153560782,-0.01885838462144851,2.1436014184186374,-0.1,0.3558043541859573,0.3571832107829077,1.99265290037549,15.84322775497995,2.453808452925587,1.903452652334627,4.245223568344942,3.0812134966051192,0.1330595833421762,0.5935649451420596,0.732410232509344,0.6964040939171823,0.05139488883928743,90569,1,0.711764705882353,uslc_team_05
demo_008,Rowan Nakamura,mls,W,21.1,1,2025,rowan nakamura,transition_winger,1636,1.4048601863213326,-0.5972736925933219,-0.5745931413104803,-0.7954271812888838,0.8979210694589354,-0.11903929437010141,0.21629811238639957,0.15,0.2750697808657659,0.2655578372882653,2.121475600139801,11.809753760738973,1.0301110703774305,1.764651674479072,3.0954285244475597,1.7501967106465908,0.07015029227576916,0.5389530209587292,0.7126864183757115,1.119108438404377,0.03323996853671539,459815,3,0.534640522875817,mls_team_01
demo_009,Avery Okoye,mls,CB,19.7,1,2025,avery okoye,progressive_center_back,1645,-0.19172223533631724,1.447741806036548,0.36163349065641204,0.6849275350446209,0.6600978910465152,2.586858437303696,0.7624810778692819,0.15,0.6566998396187931,0.22167201240326606,2.7847507187214933,13.582396767777098,2.002705395808915,1.5607004028800862,5.592964023203486,4.135099978918269,0.1389401484921667,0.454937522489185,0.7799484303133448,1.6900259381678129,0.03247073306056393,738441,4,0.5375816993464052,mls_team_03
demo_010,Casey Costa,uslc,W,28.3,0,2025,casey costa,transition_winger,2838,1.4593921641560914,0.2648681142642594,-0.006857486752906927,-0.019097766605644106,0.8398735253877524,-0.08977078618241718,0.3316826254761212,-0.1,0.17685242828461978,0.23383283196009022,1.8496097286912359,10.664991469841864,2.331700002943697,1.4176078520307418,4.142709630845371,2.5039664764213088,0.042035250371393905,0.4556899992649288,0.7418698142814781,1.3809711294780418,-0.016206897681171346,30574,1,0.9274509803921569,uslc_team_02
demo_011,Riley Okafor,uslc,FB,22.1,0,2025,riley okafor,overlapping_fullback,1765,-0.22065545113454113,-0.7887828077824716,0.44612087774361886,-0.4199477260640373,-0.685304970215862,-1.6210495803219023,1.9480422383398102,-0.1,0.01,0.16749771254574203,0.8737990488002434,14.504610971498783,2.8575825448548056,2.1594813702342632,2.469377081468701,1.9596064167295097,0.046727273039630764,0.4377667512965049,0.8295351840832167,1.8971710404658544,0.027038011087428225,53099,1,0.576797385620915,uslc_team_03
demo_012,Taylor Patel,mls,CM,30.3,1,2025,taylor patel,ball_winning_midfielder,1478,0.5051458862731404,0.16773222067152874,0.17616281137692494,0.336026207914376,0.7290452677862193,-0.8513854420542694,1.3614883006057708,0.15,0.208731239893109,0.286369914432882,1.059236215189769,13.909854169464424,1.8255993177154906,1.669981147939334,3.713501436571049,3.376801255815238,0.07194213991168273,0.572498940071512,0.8180063144744514,1.8555282022379438,-0.016131823980359096,308776,3,0.4830065359477124,mls_team_05
